"species","size_rls","size_fishflux"
"Cheilodipterus_quinquelineatus",10,NA
"Cheilodipterus_quinquelineatus",12,NA
"Cheilodipterus_quinquelineatus",15,NA
"Cheiloprion_labiatus",2,2
"Cheiloprion_labiatus",5,5
"Cheiloprion_labiatus",8,NA
"Cheiloprion_labiatus",10,NA
"Chelmon_marginalis",5,5
"Chelmon_marginalis",8,8
"Chelmon_marginalis",10,10
"Chelmon_marginalis",12,12
"Chelmon_marginalis",15,15
"Chelmon_marginalis",20,NA
"Chelmon_marginalis",25,NA
"Chelmon_rostratus",5,5
"Chelmon_rostratus",8,8
"Chelmon_rostratus",10,10
"Chelmon_rostratus",12,12
"Chelmon_rostratus",15,15
"Chelonia_mydas",40,NA
"Chelonia_mydas",50,NA
"Chelonia_mydas",75,NA
"Chelonia_mydas",88,NA
"Chelonia_mydas",125,NA
"Chilomycterus_antennatus",30,30
"Chilomycterus_reticulatus",2,NA
"Chilomycterus_reticulatus",5,5
"Chilomycterus_reticulatus",8,8
"Chilomycterus_reticulatus",10,10
"Chilomycterus_reticulatus",12,12
"Chilomycterus_reticulatus",15,15
"Chilomycterus_reticulatus",20,20
"Chilomycterus_reticulatus",25,25
"Chilomycterus_reticulatus",30,30
"Chilomycterus_reticulatus",35,35
"Chilomycterus_reticulatus",40,40
"Chlorurus_bleekeri",8,8
"Chlorurus_bleekeri",10,10
"Chlorurus_bleekeri",12,12
"Chlorurus_bleekeri",15,15
"Chlorurus_bleekeri",20,20
"Chlorurus_bleekeri",25,25
"Chlorurus_bleekeri",30,30
"Chlorurus_bleekeri",35,35
"Chlorurus_bleekeri",40,40
"Chlorurus_bowersi",25,25
"Chlorurus_bowersi",30,30
"Chlorurus_capistratoides",30,30
"Chlorurus_frontalis",40,40
"Chlorurus_japanensis",20,20
"Chlorurus_japanensis",25,25
"Chlorurus_japanensis",30,30
"Chlorurus_japanensis",35,NA
"Chlorurus_microrhinos",2,NA
"Chlorurus_microrhinos",5,5
"Chlorurus_microrhinos",8,8
"Chlorurus_microrhinos",10,10
"Chlorurus_microrhinos",12,12
"Chlorurus_microrhinos",15,15
"Chlorurus_microrhinos",20,20
"Chlorurus_microrhinos",25,25
"Chlorurus_microrhinos",30,30
"Chlorurus_microrhinos",35,35
"Chlorurus_microrhinos",40,40
"Chlorurus_microrhinos",50,50
"Chlorurus_microrhinos",62,62
"Chlorurus_microrhinos",75,NA
"Chlorurus_rhakoura",2,NA
"Chlorurus_rhakoura",5,5
"Chlorurus_rhakoura",25,25
"Chlorurus_rhakoura",30,30
"Chlorurus_rhakoura",35,35
"Chlorurus_rhakoura",40,40
"Chlorurus_rhakoura",50,NA
"Chlorurus_rhakoura",88,NA
"Chlorurus_sordidus",2,NA
"Chlorurus_sordidus",5,5
"Chlorurus_sordidus",8,8
"Chlorurus_sordidus",10,10
"Chlorurus_sordidus",12,12
"Chlorurus_sordidus",15,15
"Chlorurus_sordidus",20,20
"Chlorurus_sordidus",25,25
"Chlorurus_sordidus",30,30
"Chlorurus_sordidus",35,35
"Chlorurus_sordidus",40,NA
"Chlorurus_sordidus",50,NA
"Chlorurus_spilurus",20,NA
"Chlorurus_spilurus",25,NA
"Chlorurus_strongylocephalus",5,5
"Chlorurus_strongylocephalus",8,8
"Chlorurus_strongylocephalus",10,10
"Chlorurus_strongylocephalus",12,12
"Chlorurus_strongylocephalus",15,15
"Chlorurus_strongylocephalus",20,20
"Chlorurus_strongylocephalus",25,25
"Chlorurus_strongylocephalus",30,30
"Chlorurus_strongylocephalus",35,35
"Chlorurus_strongylocephalus",40,40
"Chlorurus_strongylocephalus",50,50
"Chlorurus_strongylocephalus",62,62
"Choerodon_anchorago",12,12
"Choerodon_anchorago",15,15
"Choerodon_anchorago",20,20
"Choerodon_anchorago",25,25
"Choerodon_anchorago",30,30
"Choerodon_cauteroma",5,5
"Choerodon_cauteroma",8,8
"Choerodon_cauteroma",10,10
"Choerodon_cauteroma",12,12
"Choerodon_cauteroma",15,15
"Choerodon_cauteroma",20,20
"Choerodon_cauteroma",25,25
"Choerodon_cauteroma",30,30
"Choerodon_cauteroma",35,35
"Choerodon_cauteroma",40,40
"Choerodon_cephalotes",15,15
"Choerodon_cephalotes",20,20
"Choerodon_cephalotes",25,25
"Choerodon_cephalotes",30,30
"Choerodon_cyanodus",5,5
"Choerodon_cyanodus",8,8
"Choerodon_cyanodus",10,10
"Choerodon_cyanodus",12,12
"Choerodon_cyanodus",15,15
"Choerodon_cyanodus",20,20
"Choerodon_cyanodus",25,25
"Choerodon_cyanodus",30,30
"Choerodon_cyanodus",35,35
"Choerodon_cyanodus",40,40
"Choerodon_cyanodus",50,50
"Choerodon_fasciatus",2,NA
"Choerodon_fasciatus",5,5
"Choerodon_fasciatus",8,8
"Choerodon_fasciatus",10,10
"Choerodon_fasciatus",12,12
"Choerodon_fasciatus",15,15
"Choerodon_fasciatus",20,20
"Choerodon_fasciatus",25,25
"Choerodon_graphicus",20,20
"Choerodon_jordani",25,NA
"Choerodon_monostigma",20,20
"Choerodon_rubescens",25,25
"Choerodon_rubescens",35,35
"Choerodon_schoenleinii",8,8
"Choerodon_schoenleinii",10,10
"Choerodon_schoenleinii",12,12
"Choerodon_schoenleinii",15,15
"Choerodon_schoenleinii",20,20
"Choerodon_schoenleinii",25,25
"Choerodon_schoenleinii",30,30
"Choerodon_schoenleinii",35,35
"Choerodon_schoenleinii",40,40
"Choerodon_schoenleinii",50,50
"Choerodon_schoenleinii",62,62
"Choerodon_schoenleinii",75,75
"Choerodon_schoenleinii",88,88
"Choerodon_schoenleinii",100,NA
"Choerodon_spp.",35,NA
"Choerodon_vitta",5,5
"Choerodon_vitta",8,8
"Choerodon_vitta",10,10
"Choerodon_vitta",12,12
"Choerodon_vitta",15,15
"Chromileptes_altivelis",8,NA
"Chromileptes_altivelis",10,NA
"Chromileptes_altivelis",15,NA
"Chromileptes_altivelis",20,NA
"Chromileptes_altivelis",30,NA
"Chromileptes_altivelis",35,NA
"Chromileptes_altivelis",40,NA
"Chromileptes_altivelis",50,NA
"Chromileptes_altivelis",62,NA
"Chromis_abrupta",2,NA
"Chromis_abrupta",5,NA
"Chromis_abrupta",8,NA
"Chromis_acares",2,NA
"Chromis_acares",5,NA
"Chromis_acares",8,NA
"Chromis_agilis",2,NA
"Chromis_agilis",5,NA
"Chromis_agilis",8,NA
"Chromis_agilis",10,NA
"Chromis_agilis",12,NA
"Chromis_alpha",8,8
"Chromis_alpha",10,NA
"Chromis_alpha",15,NA
"Chromis_alta",2,2
"Chromis_alta",5,5
"Chromis_alta",8,8
"Chromis_alta",10,10
"Chromis_alta",12,12
"Chromis_alta",15,NA
"Chromis_alta",20,NA
"Chromis_amboinensis",2,NA
"Chromis_amboinensis",5,NA
"Chromis_amboinensis",8,NA
"Chromis_amboinensis",10,NA
"Chromis_anadema",5,NA
"Chromis_analis",2,NA
"Chromis_analis",5,5
"Chromis_analis",8,8
"Chromis_analis",10,10
"Chromis_analis",12,12
"Chromis_atrilobata",2,NA
"Chromis_atrilobata",5,NA
"Chromis_atrilobata",8,NA
"Chromis_atrilobata",10,NA
"Chromis_atrilobata",12,NA
"Chromis_atripectoralis",2,2
"Chromis_atripectoralis",5,5
"Chromis_atripectoralis",8,8
"Chromis_atripectoralis",10,10
"Chromis_atripes",2,NA
"Chromis_atripes",5,NA
"Chromis_atripes",8,NA
"Chromis_atripes",10,NA
"Chromis_bami",2,NA
"Chromis_bami",5,NA
"Chromis_caudalis",2,NA
"Chromis_caudalis",5,NA
"Chromis_caudalis",8,NA
"Chromis_caudalis",10,NA
"Chromis_caudalis",12,NA
"Chromis_chrysura",2,2
"Chromis_chrysura",5,5
"Chromis_chrysura",8,8
"Chromis_chrysura",10,10
"Chromis_chrysura",15,NA
"Chromis_chrysura",20,NA
"Chromis_cinerascens",2,2
"Chromis_cinerascens",5,5
"Chromis_cinerascens",8,8
"Chromis_cinerascens",10,10
"Chromis_cinerascens",12,12
"Chromis_crusma",5,5
"Chromis_crusma",20,NA
"Chromis_crusma",25,NA
"Chromis_cyanea",2,NA
"Chromis_cyanea",5,NA
"Chromis_cyanea",8,NA
"Chromis_cyanea",10,NA
"Chromis_cyanea",12,NA
"Chromis_dimidiata",2,NA
"Chromis_dimidiata",5,NA
"Chromis_dimidiata",8,NA
"Chromis_elerae",2,NA
"Chromis_elerae",5,NA
"Chromis_elerae",8,NA
"Chromis_flavipectoralis",2,NA
"Chromis_flavipectoralis",5,NA
"Chromis_flavipectoralis",8,NA
"Chromis_fumea",2,2
"Chromis_fumea",5,5
"Chromis_hanui",8,NA
"Chromis_iomelas",2,NA
"Chromis_iomelas",5,NA
"Chromis_iomelas",8,NA
"Chromis_iomelas",10,NA
"Chromis_kennensis",2,NA
"Chromis_kennensis",5,NA
"Chromis_kennensis",8,NA
"Chromis_kennensis",10,NA
"Chromis_lepidolepis",2,NA
"Chromis_lepidolepis",5,NA
"Chromis_lepidolepis",8,NA
"Chromis_lepidolepis",10,NA
"Chromis_lineata",5,NA
"Chromis_margaritifer",2,NA
"Chromis_margaritifer",5,NA
"Chromis_margaritifer",8,NA
"Chromis_margaritifer",10,NA
"Chromis_multilineata",2,NA
"Chromis_multilineata",5,5
"Chromis_multilineata",8,8
"Chromis_multilineata",10,10
"Chromis_multilineata",12,12
"Chromis_nitida",2,2
"Chromis_nitida",5,5
"Chromis_nitida",8,NA
"Chromis_opercularis",8,8
"Chromis_opercularis",10,10
"Chromis_retrofasciata",2,NA
"Chromis_retrofasciata",5,NA
"Chromis_retrofasciata",8,NA
"Chromis_scotochiloptera",2,NA
"Chromis_scotochiloptera",5,5
"Chromis_scotochiloptera",8,8
"Chromis_scotochiloptera",10,10
"Chromis_scotochiloptera",12,12
"Chromis_spp.",5,NA
"Chromis_spp.",8,NA
"Chromis_ternatensis",2,2
"Chromis_ternatensis",5,5
"Chromis_ternatensis",8,8
"Chromis_ternatensis",10,NA
"Chromis_vanderbilti",2,NA
"Chromis_vanderbilti",5,NA
"Chromis_vanderbilti",8,NA
"Chromis_vanderbilti",15,NA
"Chromis_viridis",2,2
"Chromis_viridis",5,5
"Chromis_viridis",8,NA
"Chromis_viridis",10,NA
"Chromis_weberi",2,2
"Chromis_weberi",5,5
"Chromis_weberi",8,8
"Chromis_weberi",10,10
"Chromis_weberi",12,12
"Chromis_xanthochira",5,5
"Chromis_xanthochira",8,8
"Chromis_xanthochira",10,10
"Chromis_xanthochira",12,12
"Chromis_xanthura",2,2
"Chromis_xanthura",5,5
"Chromis_xanthura",8,8
"Chromis_xanthura",10,10
"Chromis_xanthura",12,12
"Chrysiptera_biocellata",2,2
"Chrysiptera_biocellata",5,5
"Chrysiptera_biocellata",8,8
"Chrysiptera_biocellata",10,10
"Chrysiptera_biocellata",12,12
"Chrysiptera_brownriggii",2,2
"Chrysiptera_brownriggii",5,5
"Chrysiptera_caesifrons",2,NA
"Chrysiptera_caesifrons",5,NA
"Chrysiptera_cyanea",2,2
"Chrysiptera_cyanea",5,5
"Chrysiptera_cyanea",8,8
"Chrysiptera_flavipinnis",2,2
"Chrysiptera_flavipinnis",5,5
"Chrysiptera_glauca",5,5
"Chrysiptera_glauca",8,8
"Chrysiptera_glauca",10,NA
"Chrysiptera_hemicyanea",2,2
"Chrysiptera_hemicyanea",5,5
"Chrysiptera_hemicyanea",8,NA
"Chrysiptera_oxycephala",2,2
"Chrysiptera_oxycephala",5,5
"Chrysiptera_oxycephala",8,8
"Chrysiptera_rex",2,2
"Chrysiptera_rex",5,5
"Chrysiptera_rex",8,NA
"Chrysiptera_rollandi",0,NA
"Chrysiptera_rollandi",2,2
"Chrysiptera_rollandi",5,5
"Chrysiptera_rollandi",8,NA
"Chrysiptera_springeri",2,2
"Chrysiptera_springeri",5,5
"Chrysiptera_springeri",8,NA
"Chrysiptera_starcki",2,2
"Chrysiptera_talboti",0,NA
"Chrysiptera_talboti",2,2
"Chrysiptera_talboti",5,5
"Chrysiptera_talboti",8,NA
"Chrysiptera_taupou",2,2
"Chrysiptera_taupou",5,5
"Chrysiptera_taupou",8,NA
"Chrysiptera_taupou",10,NA
"Chrysiptera_traceyi",2,NA
"Chrysiptera_traceyi",5,NA
"Chrysiptera_traceyi",8,NA
"Cirrhilabrus_beauperryi",2,2
"Cirrhilabrus_beauperryi",5,5
"Cirrhilabrus_beauperryi",8,8
"Cirrhilabrus_beauperryi",10,NA
"Cirrhilabrus_beauperryi",12,NA
"Cirrhilabrus_cyanopleura",2,2
"Cirrhilabrus_cyanopleura",5,5
"Cirrhilabrus_cyanopleura",8,8
"Cirrhilabrus_cyanopleura",10,10
"Cirrhilabrus_cyanopleura",12,12
"Cirrhilabrus_cyanopleura",15,NA
"Cirrhilabrus_exquisitus",2,2
"Cirrhilabrus_exquisitus",5,5
"Cirrhilabrus_exquisitus",8,8
"Cirrhilabrus_exquisitus",10,10
"Cirrhilabrus_flavidorsalis",8,NA
"Cirrhilabrus_katherinae",5,5
"Cirrhilabrus_laboutei",2,2
"Cirrhilabrus_laboutei",5,5
"Cirrhilabrus_laboutei",8,8
"Cirrhilabrus_punctatus",2,2
"Cirrhilabrus_punctatus",5,5
"Cirrhilabrus_punctatus",8,8
"Cirrhilabrus_punctatus",10,10
"Cirrhilabrus_randalli",5,5
"Cirrhilabrus_randalli",8,8
"Cirrhilabrus_randalli",10,NA
"Cirrhilabrus_scottorum",2,2
"Cirrhilabrus_scottorum",8,8
"Cirrhilabrus_scottorum",10,10
"Cirrhilabrus_scottorum",12,12
"Cirrhilabrus_solorensis",2,2
"Cirrhilabrus_solorensis",5,5
"Cirrhilabrus_solorensis",8,8
"Cirrhilabrus_solorensis",10,10
"Cirrhilabrus_spp.",2,NA
"Cirrhilabrus_spp.",5,NA
"Cirrhilabrus_spp.",8,NA
"Cirrhilabrus_temminckii",2,2
"Cirrhilabrus_temminckii",5,5
"Cirrhilabrus_temminckii",8,8
"Cirrhilabrus_temminckii",10,NA
"Cirrhilabrus_temminckii",12,NA
"Cirrhitichthys_aprinus",5,5
"Cirrhitichthys_falco",2,2
"Cirrhitichthys_falco",5,5
"Cirrhitichthys_falco",8,NA
"Cirrhitichthys_falco",10,NA
"Cirrhitichthys_oxycephalus",2,2
"Cirrhitichthys_oxycephalus",5,5
"Cirrhitichthys_oxycephalus",8,8
"Cirrhitichthys_oxycephalus",10,NA
"Cirrhitichthys_oxycephalus",12,NA
"Cirrhitops_fasciatus",8,8
"Cirrhitops_hubbardi",5,5
"Cirrhitops_hubbardi",8,NA
"Cirrhitus_pinnulatus",15,15
"Cirrhitus_rivulatus",8,8
"Cirrhitus_rivulatus",10,10
"Cirrhitus_rivulatus",12,12
"Cirrhitus_rivulatus",15,15
"Cirrhitus_rivulatus",20,20
"Cirrhitus_rivulatus",25,25
"Cirrhitus_rivulatus",30,30
"Cirrhitus_rivulatus",35,35
"Cirrhitus_rivulatus",40,40
"Cirrhitus_rivulatus",62,NA
"Cirripectes_alleni",2,NA
"Cirripectes_alleni",5,NA
"Cirripectes_castaneus",2,NA
"Cirripectes_castaneus",5,NA
"Cirripectes_castaneus",8,NA
"Cirripectes_chelomatus",2,NA
"Cirripectes_chelomatus",5,NA
"Cirripectes_chelomatus",8,NA
"Cirripectes_chelomatus",10,NA
"Cirripectes_filamentosus",2,NA
"Cirripectes_filamentosus",5,NA
"Cirripectes_filamentosus",8,NA
"Cirripectes_filamentosus",10,NA
"Cirripectes_fuscoguttatus",8,NA
"Cirripectes_polyzona",2,NA
"Cirripectes_polyzona",5,NA
"Cirripectes_sp._[dark_eye]",2,NA
"Cirripectes_sp._[dark_eye]",5,NA
"Cirripectes_spp.",2,NA
"Cirripectes_spp.",5,NA
"Cirripectes_spp.",8,NA
"Cirripectes_spp.",10,NA
"Cirripectes_springeri",8,NA
"Cirripectes_stigmaticus",2,NA
"Cirripectes_stigmaticus",5,NA
"Cirripectes_stigmaticus",8,NA
"Cirripectes_stigmaticus",10,NA
"Cirripectes_stigmaticus",12,NA
"Cirripectes_vanderbilti",2,NA
"Cirripectes_variolosus",2,NA
"Cirripectes_variolosus",5,NA
"Cirripectes_variolosus",8,NA
"Clepticus_parrae",5,5
"Clepticus_parrae",8,8
"Clepticus_parrae",10,10
"Clepticus_parrae",12,12
"Clepticus_parrae",15,15
"Clepticus_parrae",20,20
"Clupeidae_spp.",2,NA
"Clupeidae_spp.",5,NA
"Clupeiformes_spp.",8,NA
"Clupeiformes_spp.",10,NA
"Clupeiformes_spp.",15,NA
"Clupeiformes_spp.",20,NA
"Coradion_altivelis",12,12
"Coradion_altivelis",15,15
"Coradion_altivelis",20,NA
"Coradion_chrysozonus",8,8
"Coradion_chrysozonus",10,10
"Coradion_chrysozonus",12,12
"Coradion_chrysozonus",15,NA
"Coradion_chrysozonus",20,NA
"Coris_auricularis",2,NA
"Coris_aygula",2,NA
"Coris_aygula",5,5
"Coris_aygula",8,8
"Coris_aygula",10,10
"Coris_aygula",12,12
"Coris_aygula",15,15
"Coris_aygula",20,20
"Coris_aygula",25,25
"Coris_aygula",30,30
"Coris_aygula",35,35
"Coris_aygula",40,40
"Coris_batuensis",2,NA
"Coris_batuensis",5,5
"Coris_batuensis",8,8
"Coris_batuensis",10,10
"Coris_batuensis",12,12
"Coris_batuensis",15,15
"Coris_batuensis",20,NA
"Coris_bulbifrons",25,25
"Coris_caudimacula",5,5
"Coris_caudimacula",8,8
"Coris_caudimacula",10,10
"Coris_caudimacula",12,12
"Coris_caudimacula",15,15
"Coris_caudimacula",20,NA
"Coris_caudimacula",25,NA
"Coris_centralis",8,8
"Coris_cuvieri",5,5
"Coris_cuvieri",8,8
"Coris_cuvieri",10,10
"Coris_cuvieri",12,12
"Coris_cuvieri",15,15
"Coris_dorsomacula",2,NA
"Coris_dorsomacula",5,5
"Coris_dorsomacula",8,8
"Coris_dorsomacula",10,10
"Coris_dorsomacula",15,15
"Coris_gaimard",2,NA
"Coris_gaimard",5,5
"Coris_gaimard",8,8
"Coris_gaimard",10,10
"Coris_gaimard",12,12
"Coris_gaimard",15,15
"Coris_gaimard",20,20
"Coris_gaimard",25,25
"Coris_gaimard",30,30
"Coris_gaimard",35,35
"Coris_hewetti",2,2
"Coris_hewetti",5,5
"Coris_hewetti",8,8
"Coris_hewetti",10,10
"Coris_hewetti",12,12
"Coris_pictoides",2,2
"Coris_pictoides",5,5
"Coris_pictoides",8,8
"Coris_pictoides",12,12
"Coris_roseoviridis",5,5
"Coris_roseoviridis",8,8
"Coris_roseoviridis",10,10
"Coris_venusta",2,NA
"Coris_venusta",5,5
"Coris_venusta",8,8
"Coris_venusta",10,10
"Coryphopterus_dicrus",2,NA
"Coryphopterus_dicrus",5,NA
"Coryphopterus_eidolon",2,NA
"Coryphopterus_eidolon",5,NA
"Coryphopterus_glaucofraenum",2,NA
"Coryphopterus_glaucofraenum",5,NA
"Coryphopterus_personatus",0,NA
"Coryphopterus_personatus",2,NA
"Coryphopterus_personatus",5,NA
"Coryphopterus_urospilus",2,NA
"Coryphopterus_urospilus",5,NA
"Coryphopterus_urospilus",8,NA
"Corythoichthys_conspicillatus",15,NA
"Corythoichthys_conspicillatus",20,NA
"Corythoichthys_conspicillatus",25,NA
"Corythoichthys_haematopterus",10,10
"Corythoichthys_haematopterus",62,NA
"Corythoichthys_intestinalis",8,8
"Corythoichthys_intestinalis",10,10
"Corythoichthys_intestinalis",12,12
"Corythoichthys_schultzi",8,8
"Corythoichthys_sp._[10_RK]",10,NA
"Corythoichthys_sp._[10_RK]",15,NA
"Corythoichthys_spp.",5,NA
"Corythoichthys_spp.",8,NA
"Crossosalarias_macrospilus",5,NA
"Crossosalarias_macrospilus",8,NA
"Crossosalarias_macrospilus",10,NA
"Cryptocentrus_caeruleomaculatus",2,NA
"Cryptocentrus_caeruleomaculatus",5,NA
"Cryptocentrus_cinctus",8,NA
"Cryptocentrus_cinctus",10,NA
"Cryptocentrus_cryptocentrus",5,NA
"Cryptocentrus_fasciatus",5,NA
"Cryptocentrus_fasciatus",8,NA
"Cryptocentrus_fasciatus",12,NA
"Cryptocentrus_sp._(cf_caeruleomaculatus)",8,NA
"Cryptocentrus_strigilliceps",2,NA
"Cryptocentrus_strigilliceps",5,NA
"Cryptocentrus_strigilliceps",8,NA
"Ctenochaetus_binotatus",2,NA
"Ctenochaetus_binotatus",5,5
"Ctenochaetus_binotatus",8,8
"Ctenochaetus_binotatus",10,10
"Ctenochaetus_binotatus",12,12
"Ctenochaetus_binotatus",15,15
"Ctenochaetus_binotatus",20,20
"Ctenochaetus_binotatus",25,NA
"Ctenochaetus_cyanocheilus",2,NA
"Ctenochaetus_cyanocheilus",5,5
"Ctenochaetus_cyanocheilus",8,8
"Ctenochaetus_cyanocheilus",10,10
"Ctenochaetus_cyanocheilus",12,12
"Ctenochaetus_cyanocheilus",15,15
"Ctenochaetus_cyanocheilus",20,NA
"Ctenochaetus_cyanocheilus",25,NA
"Ctenochaetus_cyanocheilus",30,NA
"Ctenochaetus_flavicauda",2,2
"Ctenochaetus_flavicauda",5,5
"Ctenochaetus_flavicauda",8,8
"Ctenochaetus_flavicauda",10,10
"Ctenochaetus_flavicauda",12,NA
"Ctenochaetus_flavicauda",15,NA
"Ctenochaetus_flavicauda",20,NA
"Ctenochaetus_marginatus",8,8
"Ctenochaetus_marginatus",10,10
"Ctenochaetus_marginatus",12,12
"Ctenochaetus_marginatus",15,15
"Ctenochaetus_marginatus",20,20
"Ctenochaetus_marginatus",25,25
"Ctenochaetus_marginatus",30,NA
"Ctenochaetus_marginatus",35,NA
"Ctenochaetus_marginatus",40,NA
"Ctenochaetus_striatus",2,NA
"Ctenochaetus_striatus",5,5
"Ctenochaetus_striatus",8,8
"Ctenochaetus_striatus",10,10
"Ctenochaetus_striatus",12,12
"Ctenochaetus_striatus",15,15
"Ctenochaetus_striatus",20,20
"Ctenochaetus_striatus",25,25
"Ctenochaetus_tominiensis",10,10
"Ctenochaetus_tominiensis",12,12
"Ctenochaetus_tominiensis",15,15
"Ctenochaetus_truncatus",5,5
"Ctenochaetus_truncatus",8,8
"Ctenochaetus_truncatus",10,10
"Ctenochaetus_truncatus",12,12
"Ctenochaetus_truncatus",15,15
"Ctenochaetus_truncatus",20,NA
"Ctenogobiops_aurocingulus",10,NA
"Ctenogobiops_feroculus",5,NA
"Ctenogobiops_maculosus",8,NA
"Ctenogobiops_mitodes",2,NA
"Ctenogobiops_mitodes",5,NA
"Ctenogobiops_mitodes",8,NA
"Ctenogobiops_mitodes",10,NA
"Ctenogobiops_pomastictus",2,NA
"Ctenogobiops_pomastictus",5,NA
"Ctenogobiops_pomastictus",8,NA
"Ctenogobiops_pomastictus",10,NA
"Ctenogobiops_spp.",2,NA
"Ctenogobiops_tangaroai",5,NA
"Cybiosarda_elegans",30,NA
"Cyclichthys_orbicularis",15,15
"Cyclichthys_orbicularis",20,20
"Cypho_purpurascens",2,2
"Cypho_purpurascens",5,5
"Cypho_purpurascens",8,NA
"Cypho_zaps",5,5
"Dascyllus_aruanus",2,2
"Dascyllus_aruanus",5,5
"Dascyllus_aruanus",8,8
"Dascyllus_carneus",2,2
"Dascyllus_carneus",5,5
"Dascyllus_carneus",8,NA
"Dascyllus_flavicaudus",2,2
"Dascyllus_flavicaudus",5,5
"Dascyllus_flavicaudus",8,8
"Dascyllus_flavicaudus",10,10
"Dascyllus_melanurus",2,2
"Dascyllus_melanurus",5,5
"Dascyllus_melanurus",10,NA
"Dascyllus_melanurus",12,NA
"Dascyllus_reticulatus",2,2
"Dascyllus_reticulatus",5,5
"Dascyllus_reticulatus",8,8
"Dascyllus_reticulatus",10,NA
"Dascyllus_reticulatus",12,NA
"Dascyllus_reticulatus",15,NA
"Dascyllus_reticulatus",20,NA
"Dascyllus_reticulatus",25,NA
"Dascyllus_strasburgi",5,5
"Dascyllus_strasburgi",8,8
"Dascyllus_trimaculatus",2,2
"Dascyllus_trimaculatus",5,5
"Dascyllus_trimaculatus",8,8
"Dascyllus_trimaculatus",10,10
"Dascyllus_trimaculatus",12,NA
"Dasyatis_americana",125,NA
"Dasyatis_brevis",35,NA
"Dasyatis_brevis",62,NA
"Dasyatis_brevis",75,NA
"Dasyatis_brevis",112,NA
"Dasyatis_brevis",138,NA
"Dasyatis_brevis",200,NA
"Dasyatis_longa",350,NA
"Decapterus_macarellus",20,NA
"Decapterus_macarellus",35,NA
"Decapterus_punctatus",20,20
"Decapterus_spp.",12,NA
"Dendrochirus_barberi",5,5
"Dendrochirus_zebra",12,12
"Dendrochirus_zebra",20,20
"Dermatolepis_dermatolepis",5,5
"Dermatolepis_dermatolepis",8,8
"Dermatolepis_dermatolepis",10,10
"Dermatolepis_dermatolepis",12,12
"Dermatolepis_dermatolepis",15,15
"Dermatolepis_dermatolepis",20,20
"Dermatolepis_dermatolepis",25,25
"Dermatolepis_dermatolepis",30,30
"Dermatolepis_dermatolepis",35,35
"Dermatolepis_dermatolepis",40,40
"Dermatolepis_dermatolepis",50,50
"Dermatolepis_dermatolepis",62,62
"Diademichthys_lineatus",2,NA
"Diademichthys_lineatus",5,NA
"Diademichthys_lineatus",8,NA
"Diademichthys_lineatus",10,NA
"Diademichthys_lineatus",12,NA
"Diagramma_melanacrum",20,20
"Diagramma_melanacrum",25,25
"Diagramma_pictum",8,8
"Diagramma_pictum",12,12
"Diagramma_pictum",15,15
"Diagramma_pictum",20,20
"Diagramma_pictum",25,25
"Diagramma_pictum",30,30
"Diagramma_pictum",35,35
"Diagramma_pictum",40,40
"Diagramma_pictum",50,50
"Diagramma_pictum",62,62
"Diagramma_pictum",75,75
"Diagramma_pictum",88,88
"Diagramma_pictum",100,NA
"Diagramma_pictum",112,NA
"Diodon_holocanthus",8,8
"Diodon_holocanthus",10,10
"Diodon_holocanthus",12,12
"Diodon_holocanthus",15,15
"Diodon_holocanthus",20,20
"Diodon_holocanthus",25,25
"Diodon_holocanthus",30,30
"Diodon_holocanthus",35,35
"Diodon_hystrix",20,20
"Diodon_hystrix",25,25
"Diodon_hystrix",30,30
"Diodon_hystrix",35,35
"Diodon_hystrix",40,40
"Diodon_hystrix",50,50
"Diodon_hystrix",62,62
"Diodon_liturosus",25,25
"Diodon_liturosus",30,30
"Diodon_liturosus",50,50
"Diploprion_bifasciatum",2,NA
"Diploprion_bifasciatum",5,5
"Diploprion_bifasciatum",10,10
"Diploprion_bifasciatum",12,12
"Diploprion_bifasciatum",15,15
"Diploprion_bifasciatum",20,20
"Diploprion_bifasciatum",25,NA
"Diploprion_bifasciatum",30,NA
"Diploprion_bifasciatum",40,NA
"Diproctacanthus_xanthurus",2,2
"Diproctacanthus_xanthurus",5,5
"Diproctacanthus_xanthurus",8,8
"Diproctacanthus_xanthurus",10,NA
"Diproctacanthus_xanthurus",12,NA
"Dischistodus_chrysopoecilus",5,5
"Dischistodus_chrysopoecilus",10,10
"Dischistodus_chrysopoecilus",15,NA
"Dischistodus_chrysopoecilus",20,NA
"Dischistodus_darwiniensis",2,2
"Dischistodus_darwiniensis",5,5
"Dischistodus_melanotus",2,NA
"Dischistodus_melanotus",5,5
"Dischistodus_melanotus",8,8
"Dischistodus_melanotus",10,10
"Dischistodus_melanotus",12,12
"Dischistodus_melanotus",15,15
"Dischistodus_perspicillatus",2,NA
"Dischistodus_perspicillatus",5,5
"Dischistodus_perspicillatus",8,8
"Dischistodus_perspicillatus",10,10
"Dischistodus_perspicillatus",12,12
"Dischistodus_perspicillatus",15,15
"Dischistodus_prosopotaenia",2,NA
"Dischistodus_prosopotaenia",5,5
"Dischistodus_prosopotaenia",8,8
"Dischistodus_prosopotaenia",10,10
"Dischistodus_prosopotaenia",12,12
"Dischistodus_prosopotaenia",15,15
"Dischistodus_prosopotaenia",20,NA
"Dischistodus_prosopotaenia",25,NA
