"species","size_rls","size_fishflux"
"Dischistodus_prosopotaenia",50,NA
"Dischistodus_pseudochrysopoecilus",2,NA
"Dischistodus_pseudochrysopoecilus",5,5
"Dischistodus_pseudochrysopoecilus",8,8
"Dischistodus_pseudochrysopoecilus",10,10
"Dischistodus_pseudochrysopoecilus",12,12
"Dischistodus_pseudochrysopoecilus",15,15
"Doratonotus_megalepis",2,2
"Dunckerocampus_dactyliophorus",10,NA
"Dunckerocampus_dactyliophorus",15,NA
"Echeneis_naucrates",20,20
"Echeneis_naucrates",25,25
"Echeneis_naucrates",30,30
"Echeneis_naucrates",35,35
"Echeneis_naucrates",40,40
"Echeneis_neucratoides",12,12
"Echeneis_neucratoides",15,15
"Echidna_nebulosa",30,NA
"Echidna_nebulosa",40,NA
"Echidna_nebulosa",62,NA
"Echidna_nocturna",40,NA
"Ecsenius_aequalis",2,NA
"Ecsenius_alleni",2,NA
"Ecsenius_alleni",5,NA
"Ecsenius_australianus",2,NA
"Ecsenius_australianus",5,NA
"Ecsenius_bandanus",2,NA
"Ecsenius_bandanus",5,NA
"Ecsenius_bathi",2,NA
"Ecsenius_bathi",5,NA
"Ecsenius_bicolor",2,NA
"Ecsenius_bicolor",5,NA
"Ecsenius_bicolor",8,NA
"Ecsenius_bicolor",10,NA
"Ecsenius_fijiensis",2,NA
"Ecsenius_fourmanoiri",2,NA
"Ecsenius_fourmanoiri",5,NA
"Ecsenius_lineatus",8,NA
"Ecsenius_lividanalis",2,NA
"Ecsenius_lividanalis",5,NA
"Ecsenius_lividanalis",8,NA
"Ecsenius_mandibularis",2,NA
"Ecsenius_nalolo",5,NA
"Ecsenius_namiyei",2,NA
"Ecsenius_namiyei",5,NA
"Ecsenius_namiyei",8,NA
"Ecsenius_namiyei",10,NA
"Ecsenius_schroederi",2,NA
"Ecsenius_schroederi",5,NA
"Ecsenius_schroederi",8,NA
"Ecsenius_spp.",2,NA
"Ecsenius_spp.",5,NA
"Ecsenius_stictus",2,NA
"Ecsenius_stictus",5,NA
"Ecsenius_stictus",8,NA
"Ecsenius_stigmatura",2,NA
"Ecsenius_stigmatura",5,NA
"Ecsenius_stigmatura",8,NA
"Ecsenius_tigris",2,NA
"Ecsenius_tigris",5,NA
"Ecsenius_trilineatus",2,NA
"Ecsenius_trilineatus",5,NA
"Ecsenius_yaeyamaensis",2,NA
"Ecsenius_yaeyamaensis",5,NA
"Ecsenius_yaeyamaensis",8,NA
"Ecsenius_yaeyamaensis",10,NA
"Ekemblemaria_myersi",2,NA
"Elacatinus_evelynae",2,NA
"Elacatinus_figaro",2,NA
"Elacatinus_figaro",5,NA
"Elacatinus_genie",2,NA
"Elacatinus_lobeli",2,NA
"Elacatinus_oceanops",2,NA
"Elacatinus_oceanops",5,NA
"Elacatinus_prochilos",2,NA
"Elacatinus_puncticulatus",2,NA
"Elacatinus_puncticulatus",5,NA
"Elacatinus_saucrus",2,NA
"Elacatinus_spp.",2,NA
"Elacatinus_spp.",5,NA
"Elacatinus_spp.",8,NA
"Elacatinus_xanthiprora",2,NA
"Elacatinus_xanthiprora",5,NA
"Elagatis_bipinnulata",10,10
"Elagatis_bipinnulata",12,12
"Elagatis_bipinnulata",15,15
"Elagatis_bipinnulata",20,20
"Elagatis_bipinnulata",30,30
"Elagatis_bipinnulata",35,35
"Elagatis_bipinnulata",40,40
"Elagatis_bipinnulata",50,50
"Elagatis_bipinnulata",62,62
"Elagatis_bipinnulata",75,75
"Eleotrica_cableae",2,NA
"Elops_affinis",35,NA
"Emblemariopsis_signifer",2,NA
"Emblemariopsis_sp._[bottomei]",2,NA
"Emydocephalus_annulatus",75,NA
"Emydocephalus_annulatus",100,NA
"Emydocephalus_annulatus",125,NA
"Enneapterygius_flavoccipitis",2,NA
"Enneapterygius_spp.",0,NA
"Enneapterygius_spp.",2,NA
"Enneapterygius_tutuilae",2,NA
"Enneapterygius_tutuilae",15,NA
"Epibulus_brevis",8,8
"Epibulus_brevis",10,10
"Epibulus_brevis",12,12
"Epibulus_brevis",15,15
"Epibulus_brevis",20,NA
"Epibulus_insidiator",5,5
"Epibulus_insidiator",8,8
"Epibulus_insidiator",10,10
"Epibulus_insidiator",12,12
"Epibulus_insidiator",15,15
"Epibulus_insidiator",20,20
"Epibulus_insidiator",25,25
"Epibulus_insidiator",30,30
"Epibulus_insidiator",35,35
"Epinephelus_analogus",25,25
"Epinephelus_analogus",30,30
"Epinephelus_analogus",35,35
"Epinephelus_analogus",40,40
"Epinephelus_bilobatus",20,20
"Epinephelus_bilobatus",25,25
"Epinephelus_bilobatus",30,30
"Epinephelus_bilobatus",35,NA
"Epinephelus_bilobatus",40,NA
"Epinephelus_bilobatus",50,NA
"Epinephelus_coeruleopunctatus",20,20
"Epinephelus_coeruleopunctatus",25,25
"Epinephelus_coeruleopunctatus",30,30
"Epinephelus_coeruleopunctatus",40,40
"Epinephelus_coioides",50,50
"Epinephelus_coioides",62,62
"Epinephelus_coioides",75,75
"Epinephelus_coioides",100,100
"Epinephelus_corallicola",25,25
"Epinephelus_corallicola",30,30
"Epinephelus_corallicola",35,35
"Epinephelus_corallicola",40,40
"Epinephelus_corallicola",50,NA
"Epinephelus_corallicola",62,NA
"Epinephelus_corallicola",75,NA
"Epinephelus_cyanopodus",20,20
"Epinephelus_fasciatus",5,5
"Epinephelus_fasciatus",8,8
"Epinephelus_fasciatus",10,10
"Epinephelus_fasciatus",12,12
"Epinephelus_fasciatus",15,15
"Epinephelus_fasciatus",20,20
"Epinephelus_fasciatus",25,25
"Epinephelus_fasciatus",30,30
"Epinephelus_fasciatus",35,35
"Epinephelus_fuscoguttatus",40,40
"Epinephelus_fuscoguttatus",100,100
"Epinephelus_guttatus",12,NA
"Epinephelus_guttatus",15,NA
"Epinephelus_guttatus",20,NA
"Epinephelus_guttatus",25,NA
"Epinephelus_hexagonatus",12,12
"Epinephelus_hexagonatus",15,15
"Epinephelus_hexagonatus",20,20
"Epinephelus_hexagonatus",25,25
"Epinephelus_irroratus",20,20
"Epinephelus_irroratus",25,25
"Epinephelus_irroratus",30,NA
"Epinephelus_itajara",50,50
"Epinephelus_labriformis",2,NA
"Epinephelus_labriformis",5,5
"Epinephelus_labriformis",8,8
"Epinephelus_labriformis",10,10
"Epinephelus_labriformis",12,12
"Epinephelus_labriformis",15,15
"Epinephelus_labriformis",20,20
"Epinephelus_labriformis",25,25
"Epinephelus_labriformis",30,30
"Epinephelus_labriformis",35,35
"Epinephelus_labriformis",40,40
"Epinephelus_labriformis",50,50
"Epinephelus_labriformis",62,NA
"Epinephelus_lanceolatus",138,138
"Epinephelus_lanceolatus",200,200
"Epinephelus_macrospilos",30,30
"Epinephelus_macrospilos",40,40
"Epinephelus_maculatus",25,25
"Epinephelus_maculatus",35,35
"Epinephelus_maculatus",40,40
"Epinephelus_malabaricus",40,40
"Epinephelus_malabaricus",50,50
"Epinephelus_malabaricus",62,62
"Epinephelus_malabaricus",75,75
"Epinephelus_malabaricus",88,88
"Epinephelus_melanostigma",25,25
"Epinephelus_merra",2,NA
"Epinephelus_merra",8,8
"Epinephelus_merra",10,10
"Epinephelus_merra",12,12
"Epinephelus_merra",15,15
"Epinephelus_merra",20,20
"Epinephelus_merra",25,25
"Epinephelus_merra",30,30
"Epinephelus_merra",35,NA
"Epinephelus_merra",40,NA
"Epinephelus_multinotatus",25,25
"Epinephelus_ongus",5,5
"Epinephelus_ongus",10,10
"Epinephelus_ongus",20,20
"Epinephelus_ongus",25,25
"Epinephelus_ongus",40,NA
"Epinephelus_polyphekadion",30,30
"Epinephelus_polyphekadion",35,35
"Epinephelus_polyphekadion",40,40
"Epinephelus_polyphekadion",50,50
"Epinephelus_polyphekadion",62,62
"Epinephelus_polyphekadion",75,NA
"Epinephelus_quoyanus",10,10
"Epinephelus_quoyanus",12,12
"Epinephelus_quoyanus",15,15
"Epinephelus_quoyanus",20,20
"Epinephelus_quoyanus",25,25
"Epinephelus_quoyanus",30,30
"Epinephelus_quoyanus",40,NA
"Epinephelus_rivulatus",15,15
"Epinephelus_rivulatus",20,20
"Epinephelus_rivulatus",25,25
"Epinephelus_rivulatus",30,30
"Epinephelus_socialis",30,30
"Epinephelus_sp._(merra?)",30,NA
"Epinephelus_spilotoceps",12,12
"Epinephelus_spilotoceps",15,15
"Epinephelus_spilotoceps",20,20
"Epinephelus_spilotoceps",25,25
"Epinephelus_spilotoceps",30,30
"Epinephelus_spilotoceps",35,NA
"Epinephelus_spp.",12,NA
"Epinephelus_spp.",15,NA
"Epinephelus_spp.",20,NA
"Epinephelus_spp.",25,NA
"Epinephelus_spp.",30,NA
"Epinephelus_spp.",35,NA
"Epinephelus_spp.",40,NA
"Epinephelus_spp.",200,NA
"Epinephelus_striatus",40,40
"Epinephelus_tauvina",12,12
"Epinephelus_tauvina",25,25
"Epinephelus_tauvina",30,30
"Epinephelus_tauvina",35,35
"Epinephelus_tukula",112,112
"Equetus_punctatus",2,NA
"Equetus_punctatus",20,20
"Equetus_punctatus",25,25
"Equetus_punctatus",30,NA
"Eretmochelys_imbricata",40,NA
"Eretmochelys_imbricata",125,NA
"Eretmochelys_imbricata",138,NA
"Euthynnus_lineatus",40,NA
"Eviota_?punctulata",2,NA
"Eviota_atriventris",2,NA
"Eviota_atriventris",5,NA
"Eviota_bifasciata",2,NA
"Eviota_bimaculata",35,NA
"Eviota_guttata",2,NA
"Eviota_guttata",5,NA
"Eviota_melasma",2,NA
"Eviota_nigriventris",2,NA
"Eviota_pellucida",2,NA
"Eviota_prasites",2,NA
"Eviota_raja",2,NA
"Eviota_raja",5,NA
"Eviota_rubriceps",2,NA
"Eviota_sebreei",2,NA
"Eviota_sebreei",5,NA
"Eviota_sigillata",2,NA
"Eviota_sigillata",8,NA
"Eviota_sp._[atriventris]",2,NA
"Eviota_sp._[cf_nigriventris]",2,NA
"Eviota_sp._[green]",2,NA
"Eviota_sp._[translucent]",2,NA
"Eviota_spp.",2,NA
"Eviota_zebrina",2,NA
"Exallias_brevis",12,NA
"Exallias_brevis",15,NA
"Exocoetidae_spp.",12,NA
"Exyrias_belissimus",2,NA
"Exyrias_belissimus",5,NA
"Exyrias_belissimus",8,NA
"Exyrias_belissimus",10,NA
"Exyrias_belissimus",15,NA
"Fistularia_commersonii",10,10
"Fistularia_commersonii",12,12
"Fistularia_commersonii",15,15
"Fistularia_commersonii",20,20
"Fistularia_commersonii",25,25
"Fistularia_commersonii",30,30
"Fistularia_commersonii",35,35
"Fistularia_commersonii",40,40
"Fistularia_commersonii",50,50
"Fistularia_commersonii",62,62
"Fistularia_commersonii",75,75
"Fistularia_commersonii",88,88
"Fistularia_commersonii",100,100
"Fistularia_commersonii",112,112
"Fistularia_commersonii",125,125
"Fistularia_spp.",75,NA
"Forcipiger_flavissimus",5,5
"Forcipiger_flavissimus",8,8
"Forcipiger_flavissimus",10,10
"Forcipiger_flavissimus",12,12
"Forcipiger_flavissimus",15,15
"Forcipiger_flavissimus",20,20
"Forcipiger_longirostris",5,5
"Forcipiger_longirostris",8,8
"Forcipiger_longirostris",10,10
"Forcipiger_longirostris",12,12
"Forcipiger_longirostris",15,15
"Forcipiger_longirostris",20,20
"Fusigobius_duospilus",2,NA
"Fusigobius_duospilus",5,NA
"Fusigobius_duospilus",8,NA
"Fusigobius_duospilus",10,NA
"Fusigobius_inframaculatus",2,NA
"Fusigobius_inframaculatus",5,NA
"Fusigobius_melacron",5,NA
"Fusigobius_neophytus",2,NA
"Fusigobius_neophytus",5,NA
"Fusigobius_neophytus",8,NA
"Fusigobius_signipinnis",2,NA
"Fusigobius_signipinnis",5,NA
"Fusigobius_signipinnis",8,NA
"Fusigobius_sp.",2,NA
"Fusigobius_spp.",2,NA
"Fusigobius_spp.",5,NA
"Fusigobius_spp.",8,NA
"Galeocerdo_cuvier",400,NA
"Genicanthus_lamarck",10,10
"Genicanthus_lamarck",12,12
"Genicanthus_lamarck",15,15
"Genicanthus_melanospilos",12,12
"Gerres_cinereus",35,35
"Ginglymostoma_cirratum",50,NA
"Girella_freminvillii",20,NA
"Girella_freminvillii",25,25
"Girella_freminvillii",30,30
"Girella_freminvillii",35,35
"Girella_freminvillii",40,40
"Gladiogobius_?brevispinis",2,NA
"Gladiogobius_?brevispinis",5,NA
"Glaucosoma_magnificum",20,NA
"Glaucosoma_magnificum",25,NA
"Glaucosoma_magnificum",30,NA
"Gnathanodon_speciosus",5,5
"Gnathanodon_speciosus",8,8
"Gnathanodon_speciosus",10,10
"Gnathanodon_speciosus",12,12
"Gnathanodon_speciosus",15,15
"Gnathanodon_speciosus",20,20
"Gnathanodon_speciosus",30,30
"Gnathanodon_speciosus",35,35
"Gnathanodon_speciosus",40,40
"Gnathanodon_speciosus",50,50
"Gnathanodon_speciosus",62,62
"Gnathodentex_aureolineatus",8,8
"Gnathodentex_aureolineatus",10,10
"Gnathodentex_aureolineatus",12,12
"Gnathodentex_aureolineatus",15,15
"Gnathodentex_aureolineatus",20,20
"Gnathodentex_aureolineatus",25,25
"Gnathodentex_aureolineatus",30,NA
"Gnatholepis_anjerensis",2,NA
"Gnatholepis_anjerensis",5,NA
"Gnatholepis_cauerensis",2,NA
"Gnatholepis_cauerensis",5,NA
"Gnatholepis_cauerensis",8,NA
"Gnatholepis_spp.",2,NA
"Gnatholepis_spp.",5,NA
"Gnatholepis_thompsoni",2,NA
"Gnatholepis_thompsoni",5,NA
"Gobiidae_sp._[orange]",2,NA
"Gobiidae_spp.",2,NA
"Gobiidae_spp.",5,NA
"Gobiidae_spp.",10,NA
"Gobiodon_citrinus",2,NA
"Gobiodon_heterospilos",2,NA
"Gobiodon_heterospilos",5,NA
"Gobiodon_histrio",2,NA
"Gobiodon_okinawae",2,NA
"Gobiodon_quinquestrigatus",2,NA
"Gobiodon_sp._[1_GA]",2,NA
"Gobiodon_spilophthalmus",2,NA
"Gobiodon_spp.",2,NA
"Gomphosus_caeruleus",2,NA
"Gomphosus_caeruleus",5,5
"Gomphosus_caeruleus",8,8
"Gomphosus_caeruleus",10,10
"Gomphosus_caeruleus",12,12
"Gomphosus_caeruleus",15,15
"Gomphosus_caeruleus",20,20
"Gomphosus_varius",2,NA
"Gomphosus_varius",5,5
"Gomphosus_varius",8,8
"Gomphosus_varius",10,10
"Gomphosus_varius",12,12
"Gomphosus_varius",15,15
"Gomphosus_varius",20,20
"Gomphosus_varius",25,25
"Gracila_albomarginata",20,20
"Gracila_albomarginata",25,25
"Gracila_albomarginata",30,30
"Gracila_albomarginata",35,35
"Gramma_brasiliensis",2,NA
"Gramma_brasiliensis",5,NA
"Gramma_brasiliensis",8,NA
"Gramma_brasiliensis",10,NA
"Gramma_loreto",2,NA
"Gramma_loreto",5,NA
"Gramma_loreto",8,NA
"Grammatorcynus_bicarinatus",40,NA
"Grammatorcynus_bilineatus",40,NA
"Grammatorcynus_bilineatus",50,NA
"Grammistes_sexlineatus",8,8
"Grammistes_sexlineatus",12,12
"Gunnellichthys_monostigma",5,5
"Gunnellichthys_monostigma",10,10
"Gunnellichthys_monostigma",12,12
"Gymnocaesio_gymnoptera",12,NA
"Gymnocranius_euanus",35,35
"Gymnocranius_euanus",40,40
"Gymnocranius_euanus",50,NA
"Gymnocranius_microdon",20,20
"Gymnocranius_microdon",25,25
"Gymnocranius_microdon",30,30
"Gymnocranius_microdon",35,35
"Gymnocranius_superciliosus",30,NA
"Gymnocranius_superciliosus",35,NA
"Gymnomuraena_zebra",35,NA
"Gymnomuraena_zebra",40,NA
"Gymnomuraena_zebra",100,NA
"Gymnosarda_unicolor",30,NA
"Gymnosarda_unicolor",40,NA
"Gymnosarda_unicolor",50,NA
"Gymnosarda_unicolor",75,NA
"Gymnothorax_castaneus",20,NA
"Gymnothorax_castaneus",30,NA
"Gymnothorax_castaneus",50,NA
"Gymnothorax_castaneus",62,NA
"Gymnothorax_castaneus",88,NA
"Gymnothorax_castaneus",100,NA
"Gymnothorax_castaneus",125,NA
"Gymnothorax_castaneus",138,NA
"Gymnothorax_castaneus",200,NA
"Gymnothorax_dovii",20,NA
"Gymnothorax_dovii",25,NA
"Gymnothorax_dovii",30,NA
"Gymnothorax_dovii",40,NA
"Gymnothorax_dovii",62,NA
"Gymnothorax_dovii",100,NA
"Gymnothorax_dovii",112,NA
"Gymnothorax_dovii",125,NA
"Gymnothorax_dovii",138,NA
"Gymnothorax_dovii",150,NA
"Gymnothorax_dovii",162,NA
"Gymnothorax_dovii",175,NA
"Gymnothorax_dovii",188,NA
"Gymnothorax_eurostus",30,NA
"Gymnothorax_favagineus",30,NA
"Gymnothorax_favagineus",75,NA
"Gymnothorax_favagineus",125,NA
"Gymnothorax_flavimarginatus",62,NA
"Gymnothorax_flavimarginatus",75,NA
"Gymnothorax_flavimarginatus",88,NA
"Gymnothorax_flavimarginatus",112,NA
"Gymnothorax_flavimarginatus",200,NA
"Gymnothorax_javanicus",50,NA
"Gymnothorax_javanicus",88,NA
"Gymnothorax_javanicus",100,NA
"Gymnothorax_javanicus",112,NA
"Gymnothorax_javanicus",125,NA
"Gymnothorax_javanicus",138,NA
"Gymnothorax_javanicus",150,NA
"Gymnothorax_javanicus",200,NA
"Gymnothorax_meleagris",40,NA
"Gymnothorax_moringa",40,NA
"Gymnothorax_moringa",62,NA
"Gymnothorax_panamensis",40,NA
"Gymnothorax_pictus",75,NA
"Gymnothorax_spp.",100,NA
"Gymnothorax_spp.",162,NA
"Gymnothorax_thrysoideus",20,NA
"Gymnothorax_thrysoideus",25,NA
"Gymnothorax_thrysoideus",30,NA
"Gymnothorax_thrysoideus",35,NA
"Gymnothorax_thrysoideus",40,NA
"Gymnothorax_thrysoideus",50,NA
"Gymnothorax_thyrsoideus",62,NA
"Gymnothorax_thyrsoideus",75,NA
"Gymnothorax_undulatus",5,NA
"Gymnothorax_undulatus",8,NA
"Gymnothorax_undulatus",10,NA
"Gymnothorax_undulatus",50,NA
"Gymnothorax_undulatus",125,NA
"Haemulon_album",30,30
"Haemulon_aurolineatum",2,NA
"Haemulon_aurolineatum",5,5
"Haemulon_aurolineatum",8,8
"Haemulon_aurolineatum",10,10
"Haemulon_aurolineatum",12,12
"Haemulon_aurolineatum",15,15
"Haemulon_aurolineatum",20,20
"Haemulon_carbonarium",10,10
"Haemulon_carbonarium",12,12
"Haemulon_carbonarium",15,15
"Haemulon_carbonarium",20,20
"Haemulon_carbonarium",25,25
"Haemulon_chrysargyreum",15,NA
"Haemulon_chrysargyreum",20,NA
"Haemulon_chrysargyreum",25,NA
"Haemulon_flaviguttatum",10,10
"Haemulon_flaviguttatum",12,12
"Haemulon_flaviguttatum",15,15
"Haemulon_flaviguttatum",20,20
"Haemulon_flaviguttatum",25,25
"Haemulon_flavolineatum",5,5
"Haemulon_flavolineatum",8,8
"Haemulon_flavolineatum",10,10
"Haemulon_flavolineatum",12,12
"Haemulon_flavolineatum",15,15
"Haemulon_flavolineatum",20,20
"Haemulon_flavolineatum",25,25
"Haemulon_flavolineatum",30,NA
"Haemulon_flavolineatum",35,NA
"Haemulon_macrostomum",5,5
"Haemulon_macrostomum",8,8
"Haemulon_macrostomum",10,10
"Haemulon_macrostomum",12,12
"Haemulon_macrostomum",15,15
"Haemulon_maculicauda",2,NA
"Haemulon_maculicauda",5,5
"Haemulon_maculicauda",8,8
"Haemulon_maculicauda",10,10
"Haemulon_maculicauda",12,12
"Haemulon_maculicauda",15,15
"Haemulon_maculicauda",20,20
"Haemulon_maculicauda",25,25
"Haemulon_parra",12,12
"Haemulon_parra",15,15
"Haemulon_parra",20,20
"Haemulon_parra",25,25
"Haemulon_parra",30,30
"Haemulon_plumierii",5,5
"Haemulon_plumierii",8,8
"Haemulon_plumierii",10,10
"Haemulon_plumierii",12,12
"Haemulon_plumierii",15,15
"Haemulon_plumierii",20,20
"Haemulon_plumierii",25,25
"Haemulon_plumierii",30,30
"Haemulon_plumierii",35,35
"Haemulon_sciurus",8,8
"Haemulon_sciurus",10,10
"Haemulon_sciurus",12,12
"Haemulon_sciurus",15,15
"Haemulon_sciurus",20,20
"Haemulon_sciurus",25,25
"Haemulon_sciurus",30,30
"Haemulon_sciurus",35,35
"Haemulon_scudderii",8,8
"Haemulon_scudderii",10,10
"Haemulon_scudderii",12,12
"Haemulon_scudderii",15,15
"Haemulon_scudderii",20,20
"Haemulon_scudderii",25,25
"Haemulon_scudderii",30,30
"Haemulon_scudderii",35,NA
"Haemulon_sexfasciatum",5,5
"Haemulon_sexfasciatum",12,12
"Haemulon_sexfasciatum",20,20
"Haemulon_sexfasciatum",25,25
"Haemulon_sexfasciatum",30,30
"Haemulon_spp.",2,NA
"Haemulon_spp.",5,NA
"Haemulon_spp.",8,NA
"Haemulon_spp.",10,NA
"Haemulon_steindachneri",8,8
"Haemulon_steindachneri",10,10
"Haemulon_steindachneri",12,12
"Haemulon_steindachneri",15,15
"Haemulon_steindachneri",20,20
"Haemulon_steindachneri",25,25
"Halichoeres_adustus",5,5
"Halichoeres_adustus",8,8
"Halichoeres_adustus",10,10
"Halichoeres_adustus",12,12
"Halichoeres_adustus",15,NA
"Halichoeres_argus",10,10
"Halichoeres_biocellatus",2,2
"Halichoeres_biocellatus",5,5
"Halichoeres_biocellatus",8,8
"Halichoeres_biocellatus",10,10
"Halichoeres_biocellatus",12,NA
"Halichoeres_biocellatus",15,NA
"Halichoeres_biocellatus",20,NA
"Halichoeres_bivittatus",0,NA
"Halichoeres_bivittatus",2,NA
"Halichoeres_bivittatus",5,5
"Halichoeres_bivittatus",8,8
"Halichoeres_bivittatus",10,10
"Halichoeres_bivittatus",12,12
"Halichoeres_bivittatus",15,15
"Halichoeres_bivittatus",20,20
"Halichoeres_bivittatus",25,25
"Halichoeres_brasiliensis",5,NA
"Halichoeres_brasiliensis",8,NA
"Halichoeres_brasiliensis",10,NA
"Halichoeres_brasiliensis",12,NA
"Halichoeres_brasiliensis",15,NA
"Halichoeres_brasiliensis",20,NA
"Halichoeres_brasiliensis",25,NA
"Halichoeres_brasiliensis",30,NA
"Halichoeres_chierchiae",2,NA
"Halichoeres_chierchiae",5,5
"Halichoeres_chierchiae",8,8
"Halichoeres_chierchiae",10,10
"Halichoeres_chierchiae",12,12
"Halichoeres_chierchiae",15,15
"Halichoeres_chierchiae",20,NA
"Halichoeres_chierchiae",25,NA
"Halichoeres_chierchiae",30,NA
"Halichoeres_chloropterus",2,NA
"Halichoeres_chloropterus",5,5
"Halichoeres_chloropterus",8,8
"Halichoeres_chloropterus",10,10
"Halichoeres_chloropterus",12,12
"Halichoeres_chloropterus",15,15
"Halichoeres_chloropterus",20,NA
"Halichoeres_chrysus",2,2
"Halichoeres_chrysus",5,5
"Halichoeres_chrysus",8,8
"Halichoeres_chrysus",10,10
"Halichoeres_chrysus",12,NA
"Halichoeres_chrysus",20,NA
"Halichoeres_cosmetus",2,2
"Halichoeres_cosmetus",5,5
"Halichoeres_cosmetus",8,8
"Halichoeres_cosmetus",10,10
"Halichoeres_cosmetus",12,12
"Halichoeres_cosmetus",15,NA
"Halichoeres_cyanocephalus",8,8
"Halichoeres_cyanocephalus",10,10
"Halichoeres_dimidiatus",25,NA
"Halichoeres_discolor",2,2
"Halichoeres_discolor",5,5
"Halichoeres_discolor",8,8
"Halichoeres_discolor",10,10
"Halichoeres_discolor",12,12
"Halichoeres_discolor",15,NA
"Halichoeres_dispilus",2,NA
"Halichoeres_dispilus",5,5
"Halichoeres_dispilus",8,8
"Halichoeres_dispilus",10,10
"Halichoeres_dispilus",12,12
"Halichoeres_dispilus",15,15
"Halichoeres_dispilus",20,20
"Halichoeres_dispilus",30,NA
"Halichoeres_erdmanni",2,NA
"Halichoeres_erdmanni",5,NA
"Halichoeres_erdmanni",8,NA
"Halichoeres_erdmanni",10,NA
"Halichoeres_erdmanni",12,NA
"Halichoeres_garnoti",2,NA
"Halichoeres_garnoti",5,5
"Halichoeres_garnoti",8,8
"Halichoeres_garnoti",10,10
"Halichoeres_garnoti",12,12
"Halichoeres_garnoti",15,15
"Halichoeres_garnoti",20,NA
"Halichoeres_hortulanus",2,NA
"Halichoeres_hortulanus",5,5
"Halichoeres_hortulanus",8,8
"Halichoeres_hortulanus",10,10
"Halichoeres_hortulanus",12,12
"Halichoeres_hortulanus",15,15
"Halichoeres_hortulanus",20,20
"Halichoeres_hortulanus",25,25
"Halichoeres_hortulanus",30,NA
"Halichoeres_leucurus",2,2
"Halichoeres_leucurus",5,5
"Halichoeres_leucurus",8,8
"Halichoeres_leucurus",10,10
"Halichoeres_leucurus",12,12
"Halichoeres_leucurus",15,NA
"Halichoeres_maculipinna",2,NA
"Halichoeres_maculipinna",5,5
"Halichoeres_maculipinna",8,8
"Halichoeres_maculipinna",10,10
"Halichoeres_maculipinna",12,12
"Halichoeres_maculipinna",15,15
"Halichoeres_maculipinna",20,NA
"Halichoeres_margaritaceus",2,2
"Halichoeres_margaritaceus",5,5
"Halichoeres_margaritaceus",8,8
"Halichoeres_margaritaceus",10,10
"Halichoeres_margaritaceus",15,NA
"Halichoeres_marginatus",2,NA
"Halichoeres_marginatus",5,5
"Halichoeres_marginatus",8,8
"Halichoeres_marginatus",10,10
"Halichoeres_marginatus",12,12
"Halichoeres_marginatus",15,15
"Halichoeres_melanochir",2,NA
"Halichoeres_melanochir",5,5
"Halichoeres_melanochir",8,8
"Halichoeres_melanochir",10,10
"Halichoeres_melanochir",12,12
"Halichoeres_melanochir",15,15
"Halichoeres_melanochir",20,NA
"Halichoeres_melanochir",25,NA
"Halichoeres_melanochir",30,NA
"Halichoeres_melanurus",2,2
"Halichoeres_melanurus",5,5
"Halichoeres_melanurus",8,8
"Halichoeres_melanurus",10,10
"Halichoeres_melanurus",12,NA
"Halichoeres_melanurus",15,NA
"Halichoeres_melanurus",25,NA
"Halichoeres_melasmapomus",15,15
"Halichoeres_miniatus",5,5
"Halichoeres_miniatus",8,8
"Halichoeres_nebulosus",2,2
"Halichoeres_nebulosus",5,5
"Halichoeres_nebulosus",8,8
"Halichoeres_nebulosus",10,10
"Halichoeres_nebulosus",12,NA
"Halichoeres_nebulosus",15,NA
"Halichoeres_nebulosus",20,NA
"Halichoeres_nicholsi",2,NA
"Halichoeres_nicholsi",5,5
"Halichoeres_nicholsi",8,8
"Halichoeres_nicholsi",10,10
"Halichoeres_nicholsi",12,12
"Halichoeres_nicholsi",15,15
"Halichoeres_nicholsi",20,20
"Halichoeres_nicholsi",25,25
"Halichoeres_nicholsi",30,30
"Halichoeres_nicholsi",35,35
"Halichoeres_nicholsi",40,NA
"Halichoeres_nigrescens",2,2
"Halichoeres_nigrescens",5,5
"Halichoeres_nigrescens",8,8
"Halichoeres_nigrescens",10,10
"Halichoeres_nigrescens",12,12
"Halichoeres_nigrescens",15,NA
"Halichoeres_nigrescens",20,NA
"Halichoeres_nigrescens",25,NA
"Halichoeres_notospilus",2,NA
"Halichoeres_notospilus",5,5
"Halichoeres_notospilus",8,8
"Halichoeres_notospilus",10,10
"Halichoeres_notospilus",12,12
"Halichoeres_notospilus",15,15
"Halichoeres_notospilus",20,20
"Halichoeres_notospilus",25,25
"Halichoeres_ornatissimus",2,NA
"Halichoeres_ornatissimus",5,5
"Halichoeres_ornatissimus",8,8
"Halichoeres_ornatissimus",10,10
"Halichoeres_ornatissimus",12,12
"Halichoeres_pictus",2,2
"Halichoeres_pictus",5,5
"Halichoeres_pictus",8,8
"Halichoeres_pictus",10,10
"Halichoeres_poeyi",2,NA
"Halichoeres_poeyi",5,5
"Halichoeres_poeyi",8,8
"Halichoeres_poeyi",10,10
"Halichoeres_poeyi",12,12
"Halichoeres_prosopeion",2,2
"Halichoeres_prosopeion",5,5
"Halichoeres_prosopeion",8,8
"Halichoeres_prosopeion",10,10
"Halichoeres_prosopeion",12,12
"Halichoeres_prosopeion",15,NA
